grid_id, tile_id
1149,-51|-101
1150,-55|-100
1150,-55|-99
1150,-55|-98
1150,-55|-97
1150,-55|-96
1150,-54|-100
1150,-54|-99
1150,-54|-98
1150,-54|-97
1150,-54|-96
1150,-53|-100
1150,-53|-99
1150,-53|-98
1150,-53|-97
1150,-53|-96
1150,-52|-100
1150,-52|-99
1150,-52|-98
1150,-52|-97
1150,-52|-96
1150,-51|-100
1150,-51|-99
1150,-51|-98
1150,-51|-97
1150,-51|-96
1151,-55|-95
1151,-55|-94
1151,-55|-93
1151,-55|-92
1151,-55|-91
1151,-54|-95
1151,-54|-94
1151,-54|-93
1151,-54|-92
1151,-54|-91
1151,-53|-95
1151,-53|-94
1151,-53|-93
1151,-53|-92
1151,-53|-91
1151,-52|-95
1151,-52|-94
1151,-52|-93
1151,-52|-92
1151,-52|-91
1151,-51|-95
1151,-51|-94
1151,-51|-93
1151,-51|-92
1151,-51|-91
1152,-55|-90
1152,-55|-89
1152,-55|-88
1152,-55|-87
1152,-55|-86
1152,-54|-90
1152,-54|-89
1152,-54|-88
1152,-54|-87
1152,-54|-86
1152,-53|-90
1152,-53|-89
1152,-53|-88
1152,-53|-87
1152,-53|-86
1152,-52|-90
1152,-52|-89
1152,-52|-88
1152,-52|-87
1152,-52|-86
1152,-51|-90
1152,-51|-89
1152,-51|-88
1152,-51|-87
1152,-51|-86
1153,-55|-85
1153,-55|-84
1153,-55|-83
1153,-55|-82
1153,-55|-81
1153,-54|-85
1153,-54|-84
1153,-54|-83
1153,-54|-82
1153,-54|-81
1153,-53|-85
1153,-53|-84
1153,-53|-83
1153,-53|-82
1153,-53|-81
1153,-52|-85
1153,-52|-84
1153,-52|-83
1153,-52|-82
1153,-52|-81
1153,-51|-85
1153,-51|-84
1153,-51|-83
1153,-51|-82
1153,-51|-81
1154,-55|-80
1154,-55|-79
1154,-55|-78
1154,-55|-77
1154,-55|-76
1154,-54|-80
1154,-54|-79
1154,-54|-78
1154,-54|-77
1154,-54|-76
1154,-53|-80
1154,-53|-79
1154,-53|-78
1154,-53|-77
1154,-53|-76
1154,-52|-80
1154,-52|-79
1154,-52|-78
1154,-52|-77
1154,-52|-76
1154,-51|-80
1154,-51|-79
1154,-51|-78
1154,-51|-77
1154,-51|-76
1155,-55|-75
1155,-55|-74
1155,-55|-73
1155,-55|-72
1155,-55|-71
1155,-54|-75
1155,-54|-74
1155,-54|-73
1155,-54|-72
1155,-54|-71
1155,-53|-75
1155,-53|-74
1155,-53|-73
1155,-53|-72
1155,-53|-71
1155,-52|-75
1155,-52|-74
1155,-52|-73
1155,-52|-72
1155,-52|-71
1155,-51|-75
1155,-51|-74
1155,-51|-73
1155,-51|-72
1155,-51|-71
1156,-55|-70
1156,-55|-69
1156,-55|-68
1156,-55|-67
1156,-55|-66
1156,-54|-70
1156,-54|-69
1156,-54|-68
1156,-54|-67
1156,-54|-66
1156,-53|-70
1156,-53|-69
1156,-53|-68
1156,-53|-67
1156,-53|-66
1156,-52|-70
1156,-52|-69
1156,-52|-68
1156,-52|-67
1156,-52|-66
1156,-51|-70
1156,-51|-69
1156,-51|-68
1156,-51|-67
1156,-51|-66
1157,-55|-65
1157,-55|-64
1157,-55|-63
1157,-55|-62
1157,-55|-61
1157,-54|-65
1157,-54|-64
1157,-54|-63
1157,-54|-62
1157,-54|-61
1157,-53|-65
1157,-53|-64
1157,-53|-63
1157,-53|-62
1157,-53|-61
1157,-52|-65
1157,-52|-64
1157,-52|-63
1157,-52|-62
1157,-52|-61
1157,-51|-65
1157,-51|-64
1157,-51|-63
1157,-51|-62
1157,-51|-61
1158,-55|-60
1158,-55|-59
1158,-55|-58
1158,-55|-57
1158,-55|-56
1158,-54|-60
1158,-54|-59
1158,-54|-58
1158,-54|-57
1158,-54|-56
1158,-53|-60
1158,-53|-59
1158,-53|-58
1158,-53|-57
1158,-53|-56
1158,-52|-60
1158,-52|-59
1158,-52|-58
1158,-52|-57
1158,-52|-56
1158,-51|-60
1158,-51|-59
1158,-51|-58
1158,-51|-57
1158,-51|-56
1159,-55|-55
1159,-55|-54
1159,-55|-53
1159,-55|-52
1159,-55|-51
1159,-54|-55
1159,-54|-54
1159,-54|-53
1159,-54|-52
1159,-54|-51
1159,-53|-55
1159,-53|-54
1159,-53|-53
1159,-53|-52
1159,-53|-51
1159,-52|-55
1159,-52|-54
1159,-52|-53
1159,-52|-52
1159,-52|-51
1159,-51|-55
1159,-51|-54
1159,-51|-53
1159,-51|-52
1159,-51|-51
1160,-55|-50
1160,-55|-49
1160,-55|-48
1160,-55|-47
1160,-55|-46
1160,-54|-50
1160,-54|-49
1160,-54|-48
1160,-54|-47
1160,-54|-46
1160,-53|-50
1160,-53|-49
1160,-53|-48
1160,-53|-47
1160,-53|-46
1160,-52|-50
1160,-52|-49
1160,-52|-48
1160,-52|-47
1160,-52|-46
1160,-51|-50
1160,-51|-49
1160,-51|-48
1160,-51|-47
1160,-51|-46
1161,-55|-45
1161,-55|-44
1161,-55|-43
1161,-55|-42
1161,-55|-41
1161,-54|-45
1161,-54|-44
1161,-54|-43
1161,-54|-42
1161,-54|-41
1161,-53|-45
1161,-53|-44
1161,-53|-43
1161,-53|-42
1161,-53|-41
1161,-52|-45
1161,-52|-44
1161,-52|-43
1161,-52|-42
1161,-52|-41
1161,-51|-45
1161,-51|-44
1161,-51|-43
1161,-51|-42
1161,-51|-41
1162,-55|-40
1162,-55|-39
1162,-55|-38
1162,-55|-37
1162,-55|-36
1162,-54|-40
1162,-54|-39
1162,-54|-38
1162,-54|-37
1162,-54|-36
1162,-53|-40
1162,-53|-39
1162,-53|-38
1162,-53|-37
1162,-53|-36
1162,-52|-40
1162,-52|-39
1162,-52|-38
1162,-52|-37
1162,-52|-36
1162,-51|-40
1162,-51|-39
1162,-51|-38
1162,-51|-37
1162,-51|-36
1163,-55|-35
1163,-55|-34
1163,-55|-33
1163,-55|-32
1163,-55|-31
1163,-54|-35
1163,-54|-34
1163,-54|-33
1163,-54|-32
1163,-54|-31
1163,-53|-35
1163,-53|-34
1163,-53|-33
1163,-53|-32
1163,-53|-31
1163,-52|-35
1163,-52|-34
1163,-52|-33
1163,-52|-32
1163,-52|-31
1163,-51|-35
1163,-51|-34
1163,-51|-33
1163,-51|-32
1163,-51|-31
1164,-55|-30
1164,-55|-29
1164,-55|-28
1164,-55|-27
1164,-55|-26
1164,-54|-30
1164,-54|-29
1164,-54|-28
1164,-54|-27
1164,-54|-26
1164,-53|-30
1164,-53|-29
1164,-53|-28
1164,-53|-27
1164,-53|-26
1164,-52|-30
1164,-52|-29
1164,-52|-28
1164,-52|-27
1164,-52|-26
1164,-51|-30
1164,-51|-29
1164,-51|-28
1164,-51|-27
1164,-51|-26
1165,-55|-25
1165,-55|-24
1165,-55|-23
1165,-55|-22
1165,-55|-21
1165,-54|-25
1165,-54|-24
1165,-54|-23
1165,-54|-22
1165,-54|-21
1165,-53|-25
1165,-53|-24
1165,-53|-23
1165,-53|-22
1165,-53|-21
1165,-52|-25
1165,-52|-24
1165,-52|-23
1165,-52|-22
1165,-52|-21
1165,-51|-25
1165,-51|-24
1165,-51|-23
1165,-51|-22
1165,-51|-21
1166,-55|-20
1166,-55|-19
1166,-55|-18
1166,-55|-17
1166,-55|-16
1166,-54|-20
1166,-54|-19
1166,-54|-18
1166,-54|-17
1166,-54|-16
1166,-53|-20
1166,-53|-19
1166,-53|-18
1166,-53|-17
1166,-53|-16
1166,-52|-20
1166,-52|-19
1166,-52|-18
1166,-52|-17
1166,-52|-16
1166,-51|-20
1166,-51|-19
1166,-51|-18
1166,-51|-17
1166,-51|-16
1167,-55|-15
1167,-55|-14
1167,-55|-13
1167,-55|-12
1167,-55|-11
1167,-54|-15
1167,-54|-14
1167,-54|-13
1167,-54|-12
1167,-54|-11
1167,-53|-15
1167,-53|-14
1167,-53|-13
1167,-53|-12
1167,-53|-11
1167,-52|-15
1167,-52|-14
1167,-52|-13
1167,-52|-12
1167,-52|-11
1167,-51|-15
1167,-51|-14
1167,-51|-13
1167,-51|-12
1167,-51|-11
1168,-55|-10
1168,-55|-9
1168,-55|-8
1168,-55|-7
1168,-55|-6
1168,-54|-10
1168,-54|-9
1168,-54|-8
1168,-54|-7
1168,-54|-6
1168,-53|-10
1168,-53|-9
1168,-53|-8
1168,-53|-7
1168,-53|-6
1168,-52|-10
1168,-52|-9
1168,-52|-8
1168,-52|-7
1168,-52|-6
1168,-51|-10
1168,-51|-9
1168,-51|-8
1168,-51|-7
1168,-51|-6
1169,-55|-5
1169,-55|-4
1169,-55|-3
1169,-55|-2
1169,-55|-1
1169,-54|-5
1169,-54|-4
1169,-54|-3
1169,-54|-2
1169,-54|-1
1169,-53|-5
1169,-53|-4
1169,-53|-3
1169,-53|-2
1169,-53|-1
1169,-52|-5
1169,-52|-4
1169,-52|-3
1169,-52|-2
1169,-52|-1
1169,-51|-5
1169,-51|-4
1169,-51|-3
1169,-51|-2
1169,-51|-1
1170,-55|0
1170,-55|1
1170,-55|2
1170,-55|3
1170,-55|4
1170,-54|0
1170,-54|1
1170,-54|2
1170,-54|3
1170,-54|4
1170,-53|0
1170,-53|1
1170,-53|2
1170,-53|3
1170,-53|4
1170,-52|0
1170,-52|1
1170,-52|2
1170,-52|3
1170,-52|4
1170,-51|0
1170,-51|1
1170,-51|2
1170,-51|3
1170,-51|4
1171,-55|5
1171,-55|6
1171,-55|7
1171,-55|8
1171,-55|9
1171,-54|5
1171,-54|6
1171,-54|7
1171,-54|8
1171,-54|9
1171,-53|5
1171,-53|6
1171,-53|7
1171,-53|8
1171,-53|9
1171,-52|5
1171,-52|6
1171,-52|7
1171,-52|8
1171,-52|9
1171,-51|5
1171,-51|6
1171,-51|7
1171,-51|8
1171,-51|9
1172,-55|10
1172,-55|11
1172,-55|12
1172,-55|13
1172,-55|14
1172,-54|10
1172,-54|11
1172,-54|12
1172,-54|13
1172,-54|14
1172,-53|10
1172,-53|11
1172,-53|12
1172,-53|13
1172,-53|14
1172,-52|10
1172,-52|11
1172,-52|12
1172,-52|13
1172,-52|14
1172,-51|10
1172,-51|11
1172,-51|12
1172,-51|13
1172,-51|14
1173,-55|15
1173,-55|16
1173,-55|17
1173,-55|18
1173,-55|19
1173,-54|15
1173,-54|16
1173,-54|17
1173,-54|18
1173,-54|19
1173,-53|15
1173,-53|16
1173,-53|17
1173,-53|18
1173,-53|19
1173,-52|15
1173,-52|16
1173,-52|17
1173,-52|18
1173,-52|19
1173,-51|15
1173,-51|16
1173,-51|17
1173,-51|18
1173,-51|19
1174,-55|20
1174,-55|21
1174,-55|22
1174,-55|23
1174,-55|24
1174,-54|20
1174,-54|21
1174,-54|22
1174,-54|23
1174,-54|24
1174,-53|20
1174,-53|21
1174,-53|22
1174,-53|23
1174,-53|24
1174,-52|20
1174,-52|21
1174,-52|22
1174,-52|23
1174,-52|24
1174,-51|20
1174,-51|21
1174,-51|22
1174,-51|23
1174,-51|24
1175,-55|25
1175,-55|26
1175,-55|27
1175,-55|28
1175,-55|29
1175,-54|25
1175,-54|26
1175,-54|27
1175,-54|28
1175,-54|29
1175,-53|25
1175,-53|26
1175,-53|27
1175,-53|28
1175,-53|29
1175,-52|25
1175,-52|26
1175,-52|27
1175,-52|28
1175,-52|29
1175,-51|25
1175,-51|26
1175,-51|27
1175,-51|28
1175,-51|29
1176,-55|30
1176,-55|31
1176,-55|32
1176,-55|33
1176,-55|34
1176,-54|30
1176,-54|31
1176,-54|32
1176,-54|33
1176,-54|34
1176,-53|30
1176,-53|31
1176,-53|32
1176,-53|33
1176,-53|34
1176,-52|30
1176,-52|31
1176,-52|32
1176,-52|33
1176,-52|34
1176,-51|30
1176,-51|31
1176,-51|32
1176,-51|33
1176,-51|34
1177,-55|35
1177,-55|36
1177,-55|37
1177,-55|38
1177,-55|39
1177,-54|35
1177,-54|36
1177,-54|37
1177,-54|38
1177,-54|39
1177,-53|35
1177,-53|36
1177,-53|37
1177,-53|38
1177,-53|39
1177,-52|35
1177,-52|36
1177,-52|37
1177,-52|38
1177,-52|39
1177,-51|35
1177,-51|36
1177,-51|37
1177,-51|38
1177,-51|39
1178,-55|40
1178,-55|41
1178,-55|42
1178,-55|43
1178,-55|44
1178,-54|40
1178,-54|41
1178,-54|42
1178,-54|43
1178,-54|44
1178,-53|40
1178,-53|41
1178,-53|42
1178,-53|43
1178,-53|44
1178,-52|40
1178,-52|41
1178,-52|42
1178,-52|43
1178,-52|44
1178,-51|40
1178,-51|41
1178,-51|42
1178,-51|43
1178,-51|44
1179,-55|45
1179,-55|46
1179,-55|47
1179,-55|48
1179,-55|49
1179,-54|45
1179,-54|46
1179,-54|47
1179,-54|48
1179,-54|49
1179,-53|45
1179,-53|46
1179,-53|47
1179,-53|48
1179,-53|49
1179,-52|45
1179,-52|46
1179,-52|47
1179,-52|48
1179,-52|49
1179,-51|45
1179,-51|46
1179,-51|47
1179,-51|48
1179,-51|49
1180,-55|50
1180,-55|51
1180,-55|52
1180,-55|53
1180,-55|54
1180,-54|50
1180,-54|51
1180,-54|52
1180,-54|53
1180,-54|54
1180,-53|50
1180,-53|51
1180,-53|52
1180,-53|53
1180,-53|54
1180,-52|50
1180,-52|51
1180,-52|52
1180,-52|53
1180,-52|54
1180,-51|50
1180,-51|51
1180,-51|52
1180,-51|53
1180,-51|54
1181,-55|55
1181,-55|56
1181,-55|57
1181,-55|58
1181,-55|59
1181,-54|55
1181,-54|56
1181,-54|57
1181,-54|58
1181,-54|59
1181,-53|55
1181,-53|56
1181,-53|57
1181,-53|58
1181,-53|59
1181,-52|55
1181,-52|56
1181,-52|57
1181,-52|58
1181,-52|59
1181,-51|55
1181,-51|56
1181,-51|57
1181,-51|58
1181,-51|59
1182,-55|60
1182,-55|61
1182,-55|62
1182,-55|63
1182,-55|64
1182,-54|60
1182,-54|61
1182,-54|62
1182,-54|63
1182,-54|64
1182,-53|60
1182,-53|61
1182,-53|62
1182,-53|63
1182,-53|64
1182,-52|60
1182,-52|61
1182,-52|62
1182,-52|63
1182,-52|64
1182,-51|60
1182,-51|61
1182,-51|62
1182,-51|63
1182,-51|64
1183,-55|65
1183,-55|66
1183,-55|67
1183,-55|68
1183,-55|69
1183,-54|65
1183,-54|66
1183,-54|67
1183,-54|68
1183,-54|69
1183,-53|65
1183,-53|66
1183,-53|67
1183,-53|68
1183,-53|69
1183,-52|65
1183,-52|66
1183,-52|67
1183,-52|68
1183,-52|69
1183,-51|65
1183,-51|66
1183,-51|67
1183,-51|68
1183,-51|69
1184,-55|70
1184,-55|71
1184,-55|72
1184,-55|73
1184,-55|74
1184,-54|70
1184,-54|71
1184,-54|72
1184,-54|73
1184,-54|74
1184,-53|70
1184,-53|71
1184,-53|72
1184,-53|73
1184,-53|74
1184,-52|70
1184,-52|71
1184,-52|72
1184,-52|73
1184,-52|74
1184,-51|70
1184,-51|71
1184,-51|72
1184,-51|73
1184,-51|74
1185,-55|75
1185,-55|76
1185,-55|77
1185,-55|78
1185,-55|79
1185,-54|75
1185,-54|76
1185,-54|77
1185,-54|78
1185,-54|79
1185,-53|75
1185,-53|76
1185,-53|77
1185,-53|78
1185,-53|79
1185,-52|75
1185,-52|76
1185,-52|77
1185,-52|78
1185,-52|79
1185,-51|75
1185,-51|76
1185,-51|77
1185,-51|78
1185,-51|79
1186,-55|80
1186,-55|81
1186,-55|82
1186,-55|83
1186,-55|84
1186,-54|80
1186,-54|81
1186,-54|82
1186,-54|83
1186,-54|84
1186,-53|80
1186,-53|81
1186,-53|82
1186,-53|83
1186,-53|84
1186,-52|80
1186,-52|81
1186,-52|82
1186,-52|83
1186,-52|84
1186,-51|80
1186,-51|81
1186,-51|82
1186,-51|83
1186,-51|84
1187,-55|85
1187,-55|86
1187,-55|87
1187,-55|88
1187,-55|89
1187,-54|85
1187,-54|86
1187,-54|87
1187,-54|88
1187,-54|89
1187,-53|85
1187,-53|86
1187,-53|87
1187,-53|88
1187,-53|89
1187,-52|85
1187,-52|86
1187,-52|87
1187,-52|88
1187,-52|89
1187,-51|85
1187,-51|86
1187,-51|87
1187,-51|88
1187,-51|89
1188,-55|90
1188,-55|91
1188,-55|92
1188,-55|93
1188,-55|94
1188,-54|90
1188,-54|91
1188,-54|92
1188,-54|93
1188,-54|94
1188,-53|90
1188,-53|91
1188,-53|92
1188,-53|93
1188,-53|94
1188,-52|90
1188,-52|91
1188,-52|92
1188,-52|93
1188,-52|94
1188,-51|90
1188,-51|91
1188,-51|92
1188,-51|93
1188,-51|94
1189,-55|95
1189,-55|96
1189,-55|97
1189,-55|98
1189,-55|99
1189,-54|95
1189,-54|96
1189,-54|97
1189,-54|98
1189,-54|99
1189,-53|95
1189,-53|96
1189,-53|97
1189,-53|98
1189,-53|99
1189,-52|95
1189,-52|96
1189,-52|97
1189,-52|98
1189,-52|99
1189,-51|95
1189,-51|96
1189,-51|97
1189,-51|98
1189,-51|99
1190,-55|100
1190,-55|101
1190,-55|102
1190,-55|103
1190,-55|104
1190,-54|100
1190,-54|101
1190,-54|102
1190,-54|103
1190,-54|104
1190,-53|100
1190,-53|101
1190,-53|102
1190,-53|103
1190,-53|104
1190,-52|100
1190,-52|101
1190,-52|102
1190,-52|103
1190,-52|104
1190,-51|100
1190,-51|101
1190,-51|102
1190,-51|103
1190,-51|104
1191,-55|105
1191,-55|106
1191,-55|107
1191,-55|108
1191,-55|109
1191,-54|105
1191,-54|106
1191,-54|107
1191,-54|108
1191,-54|109
1191,-53|105
1191,-53|106
1191,-53|107
1191,-53|108
1191,-53|109
1191,-52|105
1191,-52|106
1191,-52|107
1191,-52|108
1191,-52|109
1191,-51|105
1191,-51|106
1191,-51|107
1191,-51|108
1191,-51|109
1192,-55|110
1192,-55|111
1192,-55|112
1192,-55|113
1192,-55|114
1192,-54|110
1192,-54|111
1192,-54|112
1192,-54|113
1192,-54|114
1192,-53|110
1192,-53|111
1192,-53|112
1192,-53|113
1192,-53|114
1192,-52|110
1192,-52|111
1192,-52|112
1192,-52|113
1192,-52|114
1192,-51|110
1192,-51|111
1192,-51|112
1192,-51|113
1192,-51|114
1193,-55|115
1193,-55|116
1193,-55|117
1193,-55|118
1193,-55|119
1193,-54|115
1193,-54|116
1193,-54|117
1193,-54|118
1193,-54|119
1193,-53|115
1193,-53|116
1193,-53|117
1193,-53|118
1193,-53|119
1193,-52|115
1193,-52|116
1193,-52|117
1193,-52|118
1193,-52|119
1193,-51|115
1193,-51|116
1193,-51|117
1193,-51|118
1193,-51|119
1194,-55|120
1194,-55|121
1194,-55|122
1194,-55|123
1194,-55|124
1194,-54|120
1194,-54|121
1194,-54|122
1194,-54|123
1194,-54|124
1194,-53|120
1194,-53|121
1194,-53|122
1194,-53|123
1194,-53|124
1194,-52|120
1194,-52|121
1194,-52|122
1194,-52|123
1194,-52|124
1194,-51|120
1194,-51|121
1194,-51|122
1194,-51|123
1194,-51|124
1195,-55|125
1195,-55|126
1195,-55|127
1195,-55|128
1195,-55|129
1195,-54|125
1195,-54|126
1195,-54|127
1195,-54|128
1195,-54|129
1195,-53|125
1195,-53|126
1195,-53|127
1195,-53|128
1195,-53|129
1195,-52|125
1195,-52|126
1195,-52|127
1195,-52|128
1195,-52|129
1195,-51|125
1195,-51|126
1195,-51|127
1195,-51|128
1195,-51|129
1196,-55|130
1196,-55|131
1196,-55|132
1196,-55|133
1196,-55|134
1196,-54|130
1196,-54|131
1196,-54|132
1196,-54|133
1196,-54|134
1196,-53|130
1196,-53|131
1196,-53|132
1196,-53|133
1196,-53|134
1196,-52|130
1196,-52|131
1196,-52|132
1196,-52|133
1196,-52|134
1196,-51|130
1196,-51|131
1196,-51|132
1196,-51|133
1196,-51|134
1197,-55|135
1197,-55|136
1197,-55|137
1197,-55|138
1197,-55|139
1197,-54|135
1197,-54|136
1197,-54|137
1197,-54|138
1197,-54|139
1197,-53|135
1197,-53|136
1197,-53|137
1197,-53|138
1197,-53|139
1197,-52|135
1197,-52|136
1197,-52|137
1197,-52|138
1197,-52|139
1197,-51|135
1197,-51|136
1197,-51|137
1197,-51|138
1197,-51|139
1198,-55|140
1198,-55|141
1198,-55|142
1198,-55|143
1198,-55|144
1198,-54|140
1198,-54|141
1198,-54|142
1198,-54|143
1198,-54|144
1198,-53|140
1198,-53|141
1198,-53|142
1198,-53|143
1198,-53|144
1198,-52|140
1198,-52|141
1198,-52|142
1198,-52|143
1198,-52|144
1198,-51|140
1198,-51|141
1198,-51|142
1198,-51|143
1198,-51|144
1199,-55|145
1199,-55|146
1199,-55|147
1199,-55|148
1199,-55|149
1199,-55|150
1199,-54|145
1199,-54|146
1199,-54|147
1199,-54|148
1199,-54|149
1199,-54|150
1199,-53|145
1199,-53|146
1199,-53|147
1199,-53|148
1199,-53|149
1199,-53|150
1199,-52|145
1199,-52|146
1199,-52|147
1199,-52|148
1199,-52|149
1199,-52|150
1199,-51|145
1199,-51|146
1199,-51|147
1199,-51|148
1199,-51|149
1199,-51|150
1200,-50|-150
1200,-50|-149
1200,-50|-148
1200,-50|-147
1200,-50|-146
1200,-49|-150
1200,-49|-149
1200,-49|-148
1200,-49|-147
1200,-49|-146
1200,-48|-150
1200,-48|-149
1200,-48|-148
1200,-48|-147
1200,-48|-146
1200,-47|-150
1200,-47|-149
1200,-47|-148
1200,-47|-147
1200,-47|-146
1200,-46|-150
1200,-46|-149
1200,-46|-148
1200,-46|-147
1200,-46|-146
1201,-50|-145
1201,-50|-144
1201,-50|-143
1201,-50|-142
1201,-50|-141
1201,-49|-145
1201,-49|-144
1201,-49|-143
1201,-49|-142
1201,-49|-141
1201,-48|-145
1201,-48|-144
1201,-48|-143
1201,-48|-142
1201,-48|-141
1201,-47|-145
1201,-47|-144
1201,-47|-143
1201,-47|-142
1201,-47|-141
1201,-46|-145
1201,-46|-144
1201,-46|-143
1201,-46|-142
1201,-46|-141
1202,-50|-140
1202,-50|-139
1202,-50|-138
1202,-50|-137
1202,-50|-136
1202,-49|-140
1202,-49|-139
1202,-49|-138
1202,-49|-137
1202,-49|-136
1202,-48|-140
1202,-48|-139
1202,-48|-138
1202,-48|-137
1202,-48|-136
1202,-47|-140
1202,-47|-139
1202,-47|-138
1202,-47|-137
1202,-47|-136
1202,-46|-140
1202,-46|-139
1202,-46|-138
1202,-46|-137
1202,-46|-136
1203,-50|-135
1203,-50|-134
1203,-50|-133
1203,-50|-132
1203,-50|-131
1203,-49|-135
1203,-49|-134
1203,-49|-133
1203,-49|-132
1203,-49|-131
1203,-48|-135
1203,-48|-134
1203,-48|-133
1203,-48|-132
1203,-48|-131
1203,-47|-135
1203,-47|-134
1203,-47|-133
1203,-47|-132
1203,-47|-131
1203,-46|-135
1203,-46|-134
1203,-46|-133
1203,-46|-132
1203,-46|-131
1204,-50|-130
1204,-50|-129
1204,-50|-128
1204,-50|-127
1204,-50|-126
1204,-49|-130
1204,-49|-129
1204,-49|-128
1204,-49|-127
1204,-49|-126
1204,-48|-130
1204,-48|-129
1204,-48|-128
1204,-48|-127
1204,-48|-126
1204,-47|-130
1204,-47|-129
1204,-47|-128
1204,-47|-127
1204,-47|-126
1204,-46|-130
1204,-46|-129
1204,-46|-128
1204,-46|-127
1204,-46|-126
1205,-50|-125
1205,-50|-124
1205,-50|-123
1205,-50|-122
1205,-50|-121
1205,-49|-125
1205,-49|-124
1205,-49|-123
1205,-49|-122
1205,-49|-121
1205,-48|-125
1205,-48|-124
1205,-48|-123
1205,-48|-122
1205,-48|-121
1205,-47|-125
1205,-47|-124
1205,-47|-123
1205,-47|-122
1205,-47|-121
1205,-46|-125
1205,-46|-124
1205,-46|-123
1205,-46|-122
1205,-46|-121
1206,-50|-120
1206,-50|-119
1206,-50|-118
1206,-50|-117
1206,-50|-116
1206,-49|-120
1206,-49|-119
1206,-49|-118
1206,-49|-117
1206,-49|-116
1206,-48|-120
1206,-48|-119
1206,-48|-118
1206,-48|-117
1206,-48|-116
1206,-47|-120
1206,-47|-119
1206,-47|-118
1206,-47|-117
1206,-47|-116
1206,-46|-120
1206,-46|-119
1206,-46|-118
1206,-46|-117
1206,-46|-116
1207,-50|-115
1207,-50|-114
1207,-50|-113
1207,-50|-112
1207,-50|-111
1207,-49|-115
1207,-49|-114
1207,-49|-113
1207,-49|-112
1207,-49|-111
1207,-48|-115
1207,-48|-114
1207,-48|-113
1207,-48|-112
1207,-48|-111
1207,-47|-115
1207,-47|-114
1207,-47|-113
1207,-47|-112
1207,-47|-111
1207,-46|-115
1207,-46|-114
1207,-46|-113
1207,-46|-112
1207,-46|-111
1208,-50|-110
1208,-50|-109
1208,-50|-108
1208,-50|-107
1208,-50|-106
1208,-49|-110
1208,-49|-109
1208,-49|-108
1208,-49|-107
1208,-49|-106
1208,-48|-110
1208,-48|-109
1208,-48|-108
1208,-48|-107
1208,-48|-106
1208,-47|-110
1208,-47|-109
1208,-47|-108
1208,-47|-107
1208,-47|-106
1208,-46|-110
1208,-46|-109
1208,-46|-108
1208,-46|-107
1208,-46|-106
1209,-50|-105
1209,-50|-104
1209,-50|-103
1209,-50|-102
1209,-50|-101
1209,-49|-105
1209,-49|-104
1209,-49|-103
1209,-49|-102
1209,-49|-101
1209,-48|-105
1209,-48|-104
1209,-48|-103
1209,-48|-102
1209,-48|-101
1209,-47|-105
1209,-47|-104
1209,-47|-103
1209,-47|-102
1209,-47|-101
1209,-46|-105
1209,-46|-104
1209,-46|-103
1209,-46|-102
1209,-46|-101
1210,-50|-100
1210,-50|-99
1210,-50|-98
1210,-50|-97
1210,-50|-96
1210,-49|-100
1210,-49|-99
1210,-49|-98
1210,-49|-97
1210,-49|-96
1210,-48|-100
1210,-48|-99
1210,-48|-98
1210,-48|-97
1210,-48|-96
1210,-47|-100
1210,-47|-99
1210,-47|-98
1210,-47|-97
1210,-47|-96
1210,-46|-100
1210,-46|-99
1210,-46|-98
1210,-46|-97
1210,-46|-96
1211,-50|-95
1211,-50|-94
1211,-50|-93
1211,-50|-92
1211,-50|-91
1211,-49|-95
1211,-49|-94
1211,-49|-93
1211,-49|-92
1211,-49|-91
1211,-48|-95
1211,-48|-94
1211,-48|-93
1211,-48|-92
1211,-48|-91
1211,-47|-95
1211,-47|-94
1211,-47|-93
1211,-47|-92
1211,-47|-91
1211,-46|-95
1211,-46|-94
1211,-46|-93
1211,-46|-92
1211,-46|-91
1212,-50|-90
1212,-50|-89
1212,-50|-88
1212,-50|-87
1212,-50|-86
1212,-49|-90
1212,-49|-89
1212,-49|-88
1212,-49|-87
1212,-49|-86
1212,-48|-90
1212,-48|-89
1212,-48|-88
1212,-48|-87
1212,-48|-86
1212,-47|-90
1212,-47|-89
1212,-47|-88
1212,-47|-87
1212,-47|-86
1212,-46|-90
1212,-46|-89
1212,-46|-88
1212,-46|-87
1212,-46|-86
1213,-50|-85
1213,-50|-84
1213,-50|-83
1213,-50|-82
1213,-50|-81
1213,-49|-85
1213,-49|-84
1213,-49|-83
1213,-49|-82
1213,-49|-81
1213,-48|-85
1213,-48|-84
1213,-48|-83
1213,-48|-82
1213,-48|-81
1213,-47|-85
1213,-47|-84
1213,-47|-83
1213,-47|-82
1213,-47|-81
1213,-46|-85
1213,-46|-84
1213,-46|-83
1213,-46|-82
1213,-46|-81
1214,-50|-80
1214,-50|-79
1214,-50|-78
1214,-50|-77
1214,-50|-76
1214,-49|-80
1214,-49|-79
1214,-49|-78
1214,-49|-77
1214,-49|-76
1214,-48|-80
1214,-48|-79
1214,-48|-78
1214,-48|-77
1214,-48|-76
1214,-47|-80
1214,-47|-79
1214,-47|-78
1214,-47|-77
1214,-47|-76
1214,-46|-80
1214,-46|-79
1214,-46|-78
1214,-46|-77
1214,-46|-76
1215,-50|-75
1215,-50|-74
1215,-50|-73
1215,-50|-72
1215,-50|-71
1215,-49|-75
1215,-49|-74
